body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.007171,0.000735,-0.003740,0.019480,0.007841,-0.008770,-0.012381,0.003561,-0.009088,-0.007420,0.001939,-0.012291,-0.000053,0.000034,-0.000131,0.000064,-0.000007,-0.000139,0.003352,-0.002398,0.001031,0.004024,-0.004337,0.001457,0.024432,-0.030020,0.002517,0.028166,-0.034412,0.004292,0.031077,-0.059456,-0.038764,0.009333,-0.009952,-0.001097,0.006370,-0.020186,-0.011134,0.009407,-0.034015,-0.005188
0.007314,-0.000651,-0.002304,0.016539,0.005765,-0.005848,-0.010334,0.003359,-0.005073,-0.001448,0.000076,-0.007737,-0.000002,0.000011,-0.000014,0.000013,-0.000001,-0.000027,0.001717,-0.001291,0.000614,0.004549,-0.004904,0.001650,0.019242,-0.030280,0.003683,0.023277,-0.034091,0.002952,0.022108,-0.065040,-0.049866,0.010306,-0.008514,0.000432,0.009641,-0.012969,-0.003779,0.014093,-0.021694,0.000652
0.006107,-0.001195,-0.001258,0.011868,0.003482,-0.003281,-0.008749,0.003214,-0.001668,0.005106,-0.002088,-0.003906,0.000042,0.000025,0.000055,0.000002,-0.000000,-0.000004,0.000651,-0.000472,0.000309,0.004015,-0.004321,0.001467,0.015121,-0.029575,0.004781,0.019617,-0.032756,0.001215,0.008831,-0.079670,-0.078586,0.011268,-0.004592,0.001702,0.012506,-0.005246,0.001488,0.018150,-0.007214,0.005384
0.004084,-0.001022,-0.000613,0.007120,0.001761,-0.001554,-0.007495,0.002974,0.000277,0.010269,-0.003829,-0.001623,0.000173,0.000094,0.000234,0.000003,-0.000000,-0.000000,-0.000005,0.000122,0.000282,0.002769,-0.002941,0.001067,0.011584,-0.026952,0.005632,0.016720,-0.029880,-0.000084,-0.008618,-0.101116,-0.123842,0.011988,0.000425,0.002160,0.014823,0.002651,0.004707,0.020319,0.007200,0.008608
0.002161,-0.000597,-0.000244,0.003499,0.000757,-0.000606,-0.005880,0.002415,0.000898,0.012160,-0.004374,-0.000536,0.000542,0.000292,0.000732,0.000023,-0.000003,0.000003,-0.000660,0.000880,0.000628,0.001520,-0.001462,0.000809,0.008353,-0.022211,0.006197,0.013442,-0.024878,0.000131,-0.026693,-0.119982,-0.172160,0.011997,0.004601,0.001488,0.016151,0.010154,0.006374,0.019769,0.019005,0.010421
0.000919,-0.000254,0.000027,0.001358,0.000316,-0.000105,-0.003856,0.001608,0.000789,0.009834,-0.003138,0.000082,0.001339,0.000708,0.001818,0.000115,-0.000014,0.000018,-0.001709,0.002214,0.001467,0.000755,-0.000263,0.001074,0.005411,-0.016221,0.006755,0.009197,-0.018220,0.002436,-0.039566,-0.125000,-0.204059,0.011036,0.006109,-0.000321,0.015674,0.016832,0.007184,0.016496,0.026933,0.011682
0.000401,-0.000063,0.000490,0.000311,0.000280,0.000387,-0.001978,0.000851,0.000538,0.003944,0.000109,0.000827,0.002667,0.001351,0.003658,0.000459,-0.000050,0.000093,-0.003198,0.004162,0.002783,0.000558,0.000751,0.002153,0.002744,-0.010266,0.007810,0.004587,-0.011538,0.006476,-0.042754,-0.109930,-0.205467,0.009554,0.004110,-0.002806,0.012740,0.022550,0.008058,0.011304,0.031694,0.013688
0.000455,0.000048,0.001684,-0.000305,0.000639,0.001452,-0.000600,0.000354,0.000549,-0.003815,0.005277,0.002064,0.004422,0.002053,0.006193,0.001426,-0.000133,0.000359,-0.004617,0.006112,0.004222,0.000809,0.001780,0.004040,0.000150,-0.004802,0.009391,0.000837,-0.006221,0.010915,-0.036130,-0.077468,-0.176843,0.008404,-0.000351,-0.005122,0.007322,0.027036,0.009580,0.005227,0.034782,0.016772
0.001050,0.000163,0.004320,-0.001088,0.001479,0.003782,0.000512,0.000122,0.001053,-0.011483,0.011521,0.003894,0.006430,0.002532,0.009328,0.003440,-0.000241,0.001052,-0.005152,0.007132,0.005266,0.001377,0.002782,0.006155,-0.002472,0.000761,0.010576,-0.001178,-0.002222,0.013855,-0.023546,-0.037967,-0.133136,0.007948,-0.004188,-0.006228,0.000142,0.029437,0.011061,-0.000936,0.036806,0.019185
0.002225,0.000311,0.008707,-0.002503,0.002722,0.007708,0.001922,0.000069,0.002003,-0.016889,0.016501,0.005964,0.008655,0.002601,0.013096,0.006417,-0.000210,0.002352,-0.004443,0.006907,0.005636,0.002152,0.003579,0.007335,-0.004762,0.006881,0.010012,-0.001367,0.001521,0.013379,-0.010242,-0.003966,-0.094964,0.007702,-0.004080,-0.005447,-0.007440,0.028864,0.010648,-0.006643,0.037333,0.018028
